sample_id,POINT_X,POINT_Y,observed_class
4049,290230.6364,2518353.841,1
4050,273129.1042,2537362.26,0
4051,284534.6265,2550782.449,0
4052,264226.5931,2544272.51,0
4053,268041.3996,2544890.057,0
4055,293235.9997,2500370.282,0
4056,286845.1183,2512415.656,0
4057,292615.5355,2513328.629,0
4058,286883.622,2538494.996,0
4059,290891.6397,2541170.738,1
4060,285703.3374,2527056.987,0
4063,291177.5572,2516456.8,0
4064,280057.3691,2540285.894,0
4065,277511.5657,2528482.035,0
4066,289243.3122,2508105.397,0
4067,284988.4792,2558800.293,1
4068,283547.6723,2549520.425,0
4070,287188.5275,2505900.585,0
4072,266123.8967,2546917.165,0
4075,271291.2366,2539498.717,0
4077,284574.8364,2528680.522,0
4078,288530.8671,2528450.933,0
4079,272773.7133,2543029.901,0
4080,278450.2801,2533379.609,0
4081,281079.2512,2558887.928,0
4083,276671.0516,2526822.211,0
4084,280514.5157,2518636.432,1
4085,292263.5484,2530656.568,0
4087,287101.6795,2554182.709,0
4089,284907.0598,2529356.491,0
4090,282429.2452,2544107.427,0
4092,267856.7665,2548691.933,0
4093,284761.278,2552115.168,0
4094,279764.2555,2530507.861,0
4095,288694.9503,2543679.044,0
4096,290706.5428,2511468.604,0
4097,279293.7543,2539489.559,0
4098,277919.9806,2548777.947,1
4100,271323.9267,2553175.634,0
4101,280297.494,2511113.745,0
4102,266648.9836,2549292.947,0
4103,287850.9833,2515906.862,0
4104,292705.5675,2515787.193,0
4105,271571.1012,2551277.352,0
4107,281397.5625,2525399.334,1
4108,282151.1098,2547702.865,0
4109,285964.64,2538242.091,0
4110,285835.2683,2534503.154,0
4111,261401.8216,2542073.522,1
4113,268205.0976,2529127.571,0
4114,293343.5036,2513065.214,0
4115,284672.5916,2556346.964,0
4116,267186.2436,2539172.478,0
4119,275148.9009,2550299.384,0
4120,290790.5887,2509005.474,1
4122,292461.3661,2512238.401,0
4123,277103.4658,2514748.322,0
4124,267746.6898,2538389.396,0
4125,269423.5488,2541635.498,0
4126,271262.8649,2552467.732,1
4127,294920.8311,2510320.589,0
4128,292776.9584,2513085.205,1
4129,294115.8844,2507190.58,0
4130,290151.5348,2513742.152,0
4131,279803.9103,2514092.056,0
4133,270048.1614,2528827.901,0
4134,292427.5274,2514584.555,0
4135,278761.4079,2539601.955,1
4136,271230.9037,2547776.856,0
4137,272684.7764,2551048.863,0
4138,274927.5617,2520377.886,1
4140,270479.2688,2534354.449,1
4141,280394.1055,2525350.183,0
4142,268099.4129,2531578.758,1
4144,286906.6992,2525937.497,0
4145,291700.6519,2516532.723,1
4146,291502.04,2509875.416,0
4147,263859.4861,2541680.636,1
4148,286124.118,2539232.728,0
4149,277464.4565,2534183.525,1
4150,278761.3353,2528414.164,0
4152,289845.1577,2535617.35,1
4153,267064.7047,2545509.516,0
4154,274711.1709,2518100.301,0
4155,274867.2966,2549177.673,0
4156,271741.3059,2542964.051,0
4158,286551.6944,2526519.054,1
4159,282582.8592,2535352.367,0
4160,276654.6452,2548599.021,1
4161,275880.1845,2533772.236,0
4162,281522.3617,2526855.242,0
4163,275075.4104,2527744.129,0
4164,277052.8096,2531927.704,1
4165,282823.7852,2526740.405,0
4166,272208.662,2541929.904,0
4167,289715.532,2510523.502,0
4168,266666.5244,2540769.507,0
4169,287142.2723,2540677.76,1
4171,292392.8022,2513923.156,0
4172,264312.9079,2549130.34,0
4173,295798.5883,2499183.332,0
4174,285565.0288,2513541.935,0
4175,285610.7404,2554615.768,0
4176,283046.8198,2508613.392,0
4177,282304.5765,2545235.091,0
4178,273013.4489,2536107.557,0
4179,278428.2336,2531651.509,1
4181,279721.7777,2528507.974,0
4182,283679.9674,2553916.748,0
4183,277981.4421,2510997.874,0
4184,290404.2649,2512485.475,0
4185,293112.3139,2512824.216,0
4186,275102.5294,2523922.663,0
4187,279195.2655,2543019.833,0
4188,275331.6996,2543044.87,0
4189,275945.4266,2531283.386,1
4190,288001.8354,2534146.878,1
4191,289077.0153,2533042.377,0
4192,292690.7974,2505080.636,1
4193,272177.5185,2552443.175,0
4194,279309.9652,2524255.912,0
4195,276011.5587,2515415.547,0
4196,276720.6515,2536647.686,0
4197,282040.8486,2542989.803,0
4198,278415.1929,2546868.433,0
4199,292314.8075,2503793.872,1
4200,286256.9382,2512628.533,0
4201,281705.2004,2511734.041,0
4202,274430.9911,2533379.043,1
4203,290255.302,2531927.403,0
4204,287089.0992,2524545.938,0
4205,273555.8924,2531529.382,0
4206,273318.779,2535074.963,0
4207,274534.4015,2523460.0,1
4208,269778.5904,2548268.825,0
4210,282522.9822,2541748.569,0
4211,275581.6364,2525114.162,1
4212,293379.571,2537982.161,0
4213,293049.8581,2507513.205,1
4214,282138.5409,2535463.173,0
4215,275712.7504,2533500.557,0
4217,274519.8998,2520656.47,1
4219,273352.0097,2534124.849,0
4220,269687.8955,2552606.84,0
4221,288254.6116,2541075.497,0
4222,271108.6987,2531825.883,1
4224,294394.899,2499983.66,0
4225,280258.0997,2557332.303,0
4226,266892.9497,2550009.108,1
4227,282871.2224,2550837.832,0
4229,294845.0765,2498369.589,0
4230,277507.2617,2513046.3,0
4231,290783.9696,2517255.424,0
4233,280375.217,2527068.797,0
4234,281055.7994,2557266.284,0
4236,263254.8314,2548958.246,1
4237,273317.2223,2543556.859,0
4238,261164.29,2542691.72,1
4239,289190.1396,2539140.015,1
4240,270593.5949,2530982.704,1
4241,280464.8832,2520868.722,1
4242,291956.2121,2517992.696,0
4245,285079.9106,2526470.432,0
4246,292069.4142,2505867.52,0
4247,275641.8221,2533990.38,1
4248,280473.4404,2545087.917,0
4249,264843.458,2541958.058,0
4250,295764.7769,2499898.805,1
4251,293628.9008,2502656.876,0
4252,290909.8288,2516035.792,0
4253,282100.9905,2536885.534,0
4254,276056.7401,2521877.249,0
4255,285498.8872,2529201.57,0
4256,288844.9769,2512097.975,0
4257,293405.0272,2499001.054,1
4258,294208.7056,2498488.615,0
4259,273420.2028,2529176.523,1
4260,292884.6138,2512601.752,0
4261,288572.9548,2540688.859,1
4262,282279.7526,2514292.815,0
4264,285595.9684,2551027.13,0
4265,269648.3339,2550855.796,0
4266,271100.8409,2530854.473,1
4267,289495.7567,2502455.913,0
4268,290593.0986,2536918.437,0
4269,271923.6068,2528817.653,0
4270,267702.2705,2538219.283,1
4272,275516.0973,2526121.935,0
4273,271812.5167,2540595.269,0
4274,274001.3679,2547129.565,0
4275,275189.5149,2544533.902,1
4276,284888.4389,2514831.527,0
4277,284890.5933,2524758.448,0
4278,267624.8241,2548876.204,0
4279,265746.3302,2539137.441,1
4280,287404.7349,2515393.321,0
4281,291195.3226,2516653.493,1
4282,293189.8081,2512471.481,0
4285,289841.8651,2518284.368,1
4286,272587.1052,2529431.038,0
4288,286987.8975,2558135.004,1
4289,276092.0277,2551538.571,0
4291,270656.195,2547602.569,1
4292,281319.4275,2515632.636,0
4293,279620.4778,2539241.204,0
4294,287439.7497,2557136.22,1
4295,289158.2485,2507768.062,0
4296,284265.5319,2512632.382,1
4297,280269.7154,2539797.21,0
4298,276882.1019,2546064.916,0
4299,290912.4711,2508309.301,1
4300,269016.3961,2534524.623,1
4301,283489.0608,2526873.074,0
4303,281103.3416,2511977.205,0
4305,258893.1317,2543517.733,0
4306,275489.5964,2514756.797,1
4307,283776.3759,2512549.561,1
4309,279840.1607,2520630.698,0
4310,290483.895,2504292.911,0
4312,278492.1371,2525700.626,1
4313,276639.8117,2524830.726,0
4314,267136.2829,2539560.473,0
4315,291493.9247,2539006.135,0
4317,290383.7739,2537341.392,0
4318,266171.8658,2539487.623,0
4319,275053.8547,2546009.064,0
4321,268675.7632,2533956.932,1
4322,292813.1037,2506839.987,0
4323,266552.2162,2543578.139,0
4324,283800.037,2539754.054,0
4325,286550.8711,2536347.189,0
4326,293427.0769,2540739.446,0
4327,292935.7426,2533892.005,0
4328,271889.6503,2543085.526,0
4329,272877.6997,2529300.526,0
4330,291230.9766,2542392.863,0
4331,266076.7178,2545240.963,0
4332,288337.9891,2528212.439,1
4333,290992.1579,2504278.628,0
4335,278812.512,2541732.119,0
4336,289751.1582,2511276.228,0
4337,283172.0731,2538026.169,1
4339,280403.1556,2517472.486,0
4340,274004.9465,2529415.662,0
4341,265935.7502,2540211.004,1
4342,290035.141,2517848.237,0
4343,272814.6723,2533907.35,0
4344,276827.6199,2551695.48,0
4345,276168.862,2548332.987,0
4346,278608.615,2549249.273,0
4347,286528.9792,2539359.707,0
4348,279867.15,2538870.465,0
4349,274902.2814,2545469.527,0
4350,293770.9858,2499686.455,0
4351,287262.2527,2525257.037,0
4352,284657.6986,2559626.093,0
4353,291484.7813,2513089.043,0
4354,290501.6259,2533454.22,1
4355,281109.8256,2511876.956,0
4356,283585.6746,2511365.636,1
4359,283666.3886,2516292.654,0
4360,278092.9843,2511498.669,0
4361,273312.6798,2530010.904,0
4362,292106.2298,2502812.698,0
4363,280448.8979,2510009.889,1
4364,273104.5653,2547684.783,0
4365,270219.604,2536222.458,0
4366,269859.1034,2533079.651,0
4367,293152.852,2537217.356,1
4368,295905.2783,2509901.544,0
4369,291113.5817,2518340.528,0
4370,288893.3409,2508291.813,0
4371,281241.5202,2535263.102,0
4372,280957.2109,2535174.791,1
4374,266449.6779,2550529.65,0
4375,269910.2933,2527403.212,0
4376,276733.2298,2548004.382,0
4377,278824.7925,2530859.907,0
4378,290179.8505,2542408.941,0
4379,279740.3494,2529877.181,0
4380,271176.6302,2551638.263,0
4381,265171.6325,2539612.389,1
4382,268512.2036,2530684.744,0
4383,263120.2458,2545550.432,0
4384,281524.5453,2548989.763,1
4385,282952.0959,2507978.369,0
4387,290869.1284,2513676.442,0
4388,273820.0646,2542919.45,1
4389,265525.9469,2538157.339,1
4390,278292.4313,2547224.344,0
4391,284451.2224,2523102.084,0
4394,268231.5771,2548009.165,0
4396,278117.728,2510609.729,0
4397,288940.5635,2517692.709,1
4398,264508.0105,2547297.666,0
4399,287895.5189,2527816.24,0
4401,291681.8553,2503804.765,0
4402,290307.9842,2516814.118,1
4405,287323.4928,2514527.971,0
4406,269207.5577,2542893.31,0
4407,278080.4539,2549372.366,0
4408,267855.5895,2530380.047,1
4410,286599.2334,2541262.9,0
4411,271616.3084,2532095.589,0
4413,291729.073,2537038.642,0
4414,281788.2968,2545141.241,0
4416,290006.0383,2505883.39,0
4417,273203.1195,2540277.289,0
4418,279499.1716,2545933.797,1
4419,291766.9749,2541041.714,0
4421,290556.0723,2511126.578,0
4422,288868.4488,2556574.568,1
4423,266418.4044,2548683.362,0
4424,271793.5016,2535614.043,0
4425,289885.9589,2535432.589,1
4427,279343.0876,2538134.19,0
4428,270560.8634,2538144.589,0
4429,265359.885,2538074.507,1
4430,280785.0438,2516366.618,0
4431,277250.193,2547856.849,1
4432,288346.6026,2556712.069,1
4434,272302.8835,2533214.009,1
4435,290762.85,2542388.474,0
4436,270846.813,2529943.848,0
4437,283097.4234,2512857.137,0
4438,276534.5914,2526343.669,0
4439,266568.608,2550265.513,0
4440,279098.8253,2551557.778,0
4441,283372.4675,2526059.661,0
4442,288865.2192,2534971.063,0
4443,275941.7358,2549607.978,0
4444,281048.4784,2550163.82,0
4445,277540.6048,2551714.714,0
4446,269826.7918,2541853.002,1
4447,265311.4859,2537498.458,1
4448,264044.6642,2547457.764,0
4449,288901.4187,2542584.998,1
4450,276925.5477,2546667.109,0
4452,285684.9931,2535510.745,0
4453,291466.9945,2532911.529,0
4454,275254.2009,2517172.694,0
4455,281023.3118,2510744.077,0
4456,292023.1966,2513822.966,0
4458,276888.2903,2527520.641,0
4459,285646.2605,2539735.0,0
4461,277406.4555,2531973.499,1
4462,289845.2888,2514454.21,0
4463,277119.2427,2546660.131,0
4464,289415.7703,2554645.695,0
4465,288902.1588,2541563.913,0
4466,291842.1753,2506432.016,0
4467,268385.5984,2530389.486,1
4468,272223.8033,2536153.322,0
4469,291259.2418,2531420.584,0
4470,282377.0183,2539657.957,0
4471,280453.3996,2529543.41,0
4472,267238.0198,2547959.78,1
4473,290961.4639,2512094.534,0
4474,275251.5479,2544155.744,0
4475,278114.569,2516505.139,0
4477,292630.2179,2541128.434,1
4478,294385.5808,2502057.486,0
4480,281749.106,2528829.566,0
4481,278923.7399,2515813.887,0
4482,283926.032,2514770.56,0
4483,284589.5579,2527505.436,0
4484,281214.3752,2534391.536,0
4485,259343.9401,2544277.455,0
4487,284754.7269,2556630.091,0
4488,283164.2771,2535946.351,0
4489,295384.4533,2511311.89,0
4490,281870.0208,2510798.133,0
4491,272743.8459,2532923.711,1
4492,270545.9665,2549400.98,0
4493,280940.6313,2541533.938,0
4494,274522.3083,2529082.56,0
4497,269473.144,2540559.515,0
4498,293985.4884,2501321.466,0
4499,281414.8816,2528398.79,1
4500,292928.4844,2536078.387,0
4501,276917.8251,2514236.138,1
4502,271859.6333,2552810.587,1
4503,274492.0499,2550148.553,0
4504,279927.7155,2525832.589,0
4505,284839.3917,2538056.676,0
4506,271647.3196,2547353.979,0
4509,270473.9343,2536551.107,1
4510,275455.0853,2522658.641,0
4511,281648.7394,2531899.768,0
4513,277526.2261,2531370.464,1
4514,283696.9439,2539517.958,0
4515,270209.408,2528570.91,0
4516,270850.625,2531853.467,0
4517,277155.7716,2520719.368,1
4518,292188.9222,2542819.757,0
4519,270294.8266,2551066.383,0
4520,290403.4549,2542472.192,0
4521,292234.6589,2541223.356,0
4522,285167.8698,2550745.574,0
4525,264838.4814,2544684.356,0
4526,282901.2032,2524150.236,0
4527,273900.2195,2545676.156,0
4529,262718.3948,2551745.0,1
4530,268760.1637,2543463.56,0
4531,280841.1809,2526950.755,0
4532,286208.8538,2525117.849,0
4533,280116.0773,2556955.288,0
4534,289673.754,2519070.148,0
4536,287685.0299,2536242.245,0
4537,269228.2931,2542267.451,1
4538,283072.9555,2542610.744,0
4539,269701.9173,2540697.669,0
4540,273888.8164,2530152.468,0
4541,263353.9002,2550133.817,0
4542,273982.1025,2523250.433,0
4543,277331.0246,2524639.303,0
4544,277378.8268,2549687.094,0
4547,279072.6275,2536782.457,0
4548,292108.0198,2537016.678,0
4549,274216.5131,2526298.572,1
4550,279169.9548,2543601.665,0
4551,270138.404,2546560.072,0
4552,285126.6834,2541262.997,0
4553,278384.9106,2510864.144,0
4554,278571.1056,2533578.01,1
4555,290128.5818,2542798.957,0
4556,274045.9269,2548183.094,0
4558,285470.8892,2556213.197,1
4561,280376.7566,2541990.435,0
4562,282605.9042,2516511.476,0
4563,285190.2004,2526908.599,0
4564,288737.7273,2503885.236,0
4566,290569.2602,2515171.009,0
4567,279564.3433,2510260.098,0
4569,282494.1829,2540616.319,0
4570,279481.8143,2540990.879,0
4571,259214.2632,2543578.921,1
4572,279989.3287,2548860.665,0
4573,280867.2842,2529198.07,1
4574,291806.6216,2539995.737,0
4575,280447.0096,2510072.233,0
4577,274385.8616,2548618.293,0
4579,292548.471,2540713.652,0
4580,279655.1071,2558765.763,0
4581,284995.3846,2538399.548,1
4582,280073.3567,2532096.082,0
4583,279662.6335,2542431.088,0
4584,281401.5723,2530807.187,0
4585,284053.4549,2514184.363,0
4586,282941.7043,2518843.731,0
4587,280817.2893,2547690.83,0
4589,283267.7473,2529929.186,0
4590,286709.5269,2533662.467,0
4591,271801.0827,2543747.947,0
4592,281962.9124,2511852.666,0
4593,276024.5597,2544693.641,0
4597,280163.6491,2540791.139,0
4600,272562.9372,2547638.435,0
4601,289882.1451,2515946.5,0
4602,287650.7043,2530038.575,0
4603,265063.185,2541237.108,1
4604,289384.2454,2537716.352,0
4606,288777.8067,2504175.349,0
4607,294212.091,2512592.294,1
4608,284690.3657,2538529.08,0
4609,287388.8961,2534267.35,0
4610,267063.5048,2542760.383,0
4612,259871.3512,2543681.676,0
4614,278257.6462,2533616.496,1
4616,273040.6686,2528281.114,0
4617,288815.0523,2535228.38,0
4618,281509.9789,2535015.808,0
4619,273781.7054,2548114.377,0
4620,274236.2802,2550696.064,0
4623,269032.2762,2530231.375,1
4625,281285.2043,2540325.244,0
4626,294679.6178,2509780.61,0
4627,277775.4094,2533599.415,0
4628,284733.9404,2513073.428,0
4630,271291.718,2542306.953,0
4631,280217.781,2519411.279,0
4632,287081.4739,2538926.914,0
4633,290722.0935,2513405.453,0
4634,277281.2061,2528442.547,1
4636,285410.3712,2559057.611,1
4637,261804.0056,2542389.612,1
4638,277558.3504,2550252.877,0
4639,286867.6316,2524646.434,0
4640,287632.8259,2513753.251,0
4641,276968.1439,2512911.916,0
4642,286128.3144,2505883.914,0
4645,279393.6353,2537766.822,0
4649,261181.6763,2549707.398,0
4650,277122.642,2547459.631,0
4653,284795.645,2537364.815,0
4654,279348.4531,2508567.335,0
4655,278032.9285,2545128.656,0
4656,288535.3556,2538142.468,1
4657,283468.321,2543606.427,0
4659,275989.9367,2545926.505,0
4661,261947.5126,2551304.754,1
4662,273171.6989,2538845.8,0
4664,283211.2839,2533703.183,0
4665,285843.0232,2513798.048,0
4667,269583.1529,2529784.87,0
4668,290783.4984,2512348.442,0
4669,290159.6941,2538699.936,0
4671,279616.7513,2514534.296,0
4672,274758.4428,2536671.756,0
4673,282451.5459,2512638.834,0
4674,278034.6691,2524926.298,0
4675,268049.1618,2544369.668,0
4676,277813.9833,2529550.423,0
4677,291687.7244,2540533.33,0
4678,279299.951,2511216.116,0
4679,290199.6857,2530510.362,0
4680,285857.1557,2559092.094,1
4681,265145.9771,2547879.788,0
4682,280461.7553,2551084.366,0
4683,287777.7238,2558873.082,0
4684,277710.221,2545494.67,1
4686,272559.7501,2548834.029,0
4688,270637.2041,2533467.747,0
4690,281825.9945,2551456.0,0
4691,284333.9914,2526696.376,0
4692,265987.8861,2542855.008,0
4694,271041.773,2534768.281,1
4695,272662.2902,2534305.953,0
4698,291621.0177,2538305.99,0
4699,284953.3706,2534810.144,0
4701,293539.8366,2540998.149,0
4702,286427.7695,2524774.212,1
4703,284305.3599,2512258.115,0
4704,272843.2439,2537252.865,0
4706,292592.866,2537274.021,0
4707,277894.0895,2545249.7,1
4708,279608.9474,2517316.964,0
4709,280024.7648,2511116.36,0
4710,293184.1961,2507822.514,1
4712,282355.1602,2536874.258,0
4713,286496.494,2559425.924,0
4714,274537.6377,2535163.954,0
4715,276440.7711,2549302.113,1
4716,287818.0081,2537798.047,0
4717,282787.1271,2545172.154,1
4718,281689.9625,2558600.093,0
4719,263140.0075,2542922.152,0
4720,289253.5348,2533055.105,0
4721,288409.5279,2537082.15,0
4722,277566.8229,2542473.116,0
4723,260487.5273,2545319.688,0
4724,289391.5832,2506686.619,0
4725,278398.0915,2521540.47,0
4726,279034.238,2512072.047,0
4727,290287.6555,2542891.984,0
4728,286657.1527,2528577.91,0
4729,280222.7742,2526709.882,1
4730,273227.0315,2544487.793,0
4731,295059.0059,2510434.855,0
4732,294799.8424,2512636.281,0
4733,285667.464,2538526.891,0
4734,292367.1846,2508170.313,1
4735,284849.7779,2557865.093,0
4737,281993.95,2557627.708,0
4738,290873.2212,2538183.009,0
4740,265685.8773,2539134.63,0
4742,286829.3152,2527445.468,0
4743,287868.2525,2505940.77,1
4746,273576.6192,2520133.335,0
4747,282985.0217,2529390.762,0
4748,279747.7733,2509263.145,0
4749,288278.0311,2526234.189,0
4750,276224.5266,2517787.687,0
4751,279803.3461,2524885.227,0
4755,291276.5729,2501145.106,0
4758,273555.7772,2542413.615,0
4759,281768.967,2524553.533,0
4760,277206.5377,2517608.112,0
4761,285327.5328,2551574.845,0
4762,293731.5421,2500901.325,0
4763,263742.8093,2541154.114,0
4764,284743.9608,2559569.729,1
4765,284447.9959,2516618.623,0
4766,279128.7501,2541090.674,1
4767,279060.2761,2511718.618,0
4768,264406.067,2538296.337,0
4769,291900.5727,2504410.064,0
4770,273856.6707,2533571.979,0
4771,286290.3684,2539737.739,0
4773,279998.2366,2531578.488,0
4774,289475.9838,2506362.401,0
4775,284792.8172,2524753.382,0
4776,274286.2605,2530197.704,1
4777,282521.8701,2545393.509,1
4778,268954.7424,2549557.584,1
4779,283105.4392,2528017.527,0
4780,285880.9091,2553424.549,0
4781,270558.6649,2534905.687,1
4782,262390.5528,2543522.839,1
4784,284594.1115,2534822.984,0
4786,279335.5316,2541144.235,0
4787,287375.9083,2504758.232,0
4788,265090.3296,2538449.492,1
4789,288661.983,2543521.374,1
4790,284929.6068,2526181.329,1
4791,274839.7684,2523687.01,1
4792,275677.4214,2524467.031,0
4793,282121.7671,2533325.312,0
4794,289494.6436,2535109.855,0
4796,271437.9969,2544070.359,0
4797,293387.3228,2505479.264,1
4798,279706.1427,2529691.128,0
4799,290640.6019,2534253.233,1
4800,280933.9813,2524723.318,0
4802,291923.7745,2510117.501,1
4803,278382.4194,2512488.785,0
4804,282411.0763,2545355.485,1
4806,269206.7352,2533237.691,0
4807,268539.2607,2546226.86,0
4808,269200.653,2536075.77,0
4809,270615.429,2547426.312,0
4810,281381.1379,2536131.672,0
4811,281914.0358,2547747.258,0
4812,278534.6823,2533762.117,0
4813,269957.6602,2545419.179,0
4814,278358.6447,2523038.543,0
4815,281910.913,2545601.192,0
4816,289950.1433,2506981.77,0
4817,277657.8644,2546177.429,1
4818,281399.4834,2535244.476,0
4819,262715.925,2534649.415,0
4820,284268.9879,2531954.394,0
4821,272321.3976,2520829.963,0
4822,270026.3867,2531582.194,0
4823,266044.6824,2547073.573,1
4824,283517.9724,2539279.327,0
4825,265534.3339,2546642.7,1
4826,277371.2357,2526180.005,0
4827,292903.9508,2499834.918,1
4828,261824.5001,2542283.206,1
4829,291747.1074,2507952.904,0
4830,283255.1098,2551140.853,0
4832,281821.4438,2557593.736,0
4833,279783.2355,2540860.292,0
4835,294668.237,2542396.457,1
4836,269322.7575,2531447.502,1
4837,283758.6959,2557126.713,1
4838,268517.7538,2550351.688,0
4839,277024.0621,2522583.792,0
4840,279690.1129,2534927.23,0
4841,291118.896,2503274.53,0
4843,273217.7959,2545105.389,0
4844,284059.5399,2536240.476,0
4846,270042.5437,2533654.544,0
4847,291107.9458,2538351.586,0
4848,277531.8619,2526607.783,0
4849,287729.4471,2535074.035,1
4850,278818.8985,2515058.093,0
4852,293299.4624,2499405.818,0
4854,275584.0535,2532740.085,1
4855,269385.6059,2536192.707,0
4856,271348.3089,2535051.646,0
4857,271057.3181,2530712.134,0
4858,275787.8642,2533722.631,0
4859,280023.0173,2509504.229,0
4860,272640.0074,2549237.807,0
4861,287727.0368,2533499.37,1
4862,287830.0603,2558305.219,0
4863,266630.646,2540339.012,0
4864,289163.4978,2512548.898,0
4865,287605.3124,2532215.767,0
4866,295872.6216,2499060.801,0
4867,294406.32,2507781.142,0
4868,260664.6494,2545718.689,1
4869,267931.6509,2550066.82,0
4870,289979.6719,2536119.053,0
4871,278885.396,2537127.723,0
4872,266894.3894,2547248.644,0
4873,288508.4081,2506389.796,0
4874,263993.7268,2541755.534,1
4875,283276.536,2523936.324,0
4876,294448.3455,2500198.831,0
4877,269694.3975,2549988.859,0
4878,274104.0483,2516515.057,1
4879,281328.1682,2518029.218,0
4880,274474.4596,2533221.148,1
4881,272958.6308,2541917.632,1
4882,270283.6557,2534967.505,0
4883,291696.5547,2531208.285,1
4885,291546.1256,2536320.708,0
4886,286614.8422,2554995.537,1
4887,265481.8669,2541748.803,1
4889,278836.9683,2546176.418,0
4890,284876.0942,2531087.758,0
4891,278968.9635,2527284.424,0
4892,281124.1262,2547190.738,0
4893,271376.0268,2533835.397,1
4894,279304.7368,2546666.656,0
4895,285641.7262,2559397.535,1
4896,271822.4029,2530366.74,1
4897,279376.1256,2514010.496,0
4898,286476.0181,2558969.142,0
4899,278726.9663,2545428.329,0
4900,290605.8996,2511398.506,0
4901,277698.7202,2546097.348,1
4902,272763.4223,2529173.979,0
4903,279959.142,2534153.401,0
4904,283000.9493,2547657.626,1
4905,282500.7169,2550976.463,0
4906,288778.7197,2534043.642,0
4907,291322.3053,2518393.629,0
4908,278488.3688,2526371.096,1
4909,278539.1408,2545033.445,0
4910,262522.1909,2550614.93,0
4911,288021.4966,2527808.555,0
4912,285373.8394,2557570.187,0
4913,282216.1157,2509808.121,0
4914,291025.3293,2531883.429,0
4915,271088.184,2529341.129,1
4916,280863.156,2547411.039,0
4918,280667.3324,2548328.45,0
4920,264720.848,2540256.573,1
4921,279359.1513,2528458.945,0
4922,283799.247,2515749.77,1
4923,286052.2505,2555622.426,0
4924,285128.1746,2553652.358,0
4925,273460.5062,2518988.767,0
4926,267707.2518,2545738.632,0
4927,282501.8217,2547795.074,1
4928,281672.087,2508620.568,0
4930,278332.8768,2550488.169,0
4931,287830.5847,2505787.531,0
4932,292082.5461,2539948.08,0
4934,275440.8508,2534850.089,0
4935,282420.4157,2545094.539,0
4936,279267.2747,2536937.635,0
4937,272380.3337,2529675.804,0
4938,292746.7593,2540552.971,0
4939,274460.5972,2518353.321,0
4940,291564.6497,2530942.528,0
4941,276223.2631,2547348.674,1
4942,279091.6442,2530595.334,0
4943,271671.5119,2542149.388,0
4944,262626.8519,2550018.559,0
4945,272507.4932,2551127.326,0
4947,277715.2132,2512264.972,0
4948,275281.1995,2532491.333,0
4949,292065.6603,2516803.597,0
4950,282298.8675,2508071.655,0
4951,286037.3607,2534528.166,0
4952,288820.436,2519209.58,0
4954,278823.0365,2511056.661,0
4957,283159.6283,2523465.523,0
4958,284525.695,2540580.009,1
4959,279812.9022,2527707.384,0
4960,276463.014,2541964.266,0
4961,261924.9162,2549562.741,1
4962,289314.585,2541804.445,0
4965,291793.253,2533283.452,1
4966,287551.4578,2511943.217,0
4967,281947.9307,2517975.934,0
4968,268076.6545,2541813.286,0
4970,291487.0789,2542316.907,0
4972,278906.2396,2559389.171,1
4973,290574.6051,2542566.145,0
4974,295230.6162,2511515.699,0
4975,278260.8273,2545386.245,0
4976,281365.2442,2519292.498,0
4978,290175.2739,2532481.248,0
4979,280710.2415,2526332.949,0
4980,283223.0222,2527097.5,0
4981,262138.9668,2550288.227,0
4982,270406.87,2547925.731,0
4983,283556.2547,2526720.185,0
4984,268752.591,2546550.968,0
4985,280313.6807,2510777.717,0
4986,286772.5007,2528626.879,0
4987,280750.496,2557604.804,0
4988,280800.531,2540538.201,0
4989,286657.479,2555513.159,0
4991,265194.7559,2539825.333,1
4992,292350.8496,2506549.941,0
4995,292283.865,2514008.624,1
4997,290958.4265,2507290.55,1
4998,282633.6749,2508266.929,0
5000,287278.9725,2539232.441,0
5001,262277.5243,2541965.948,1
5002,285443.2911,2541646.116,0
5003,283302.5916,2547331.551,1
5004,292171.4102,2538749.687,0
5005,290166.7697,2507403.24,0
5006,283889.6917,2530497.055,0
5008,293730.8522,2501449.239,0
5009,268314.0167,2543150.949,0
5010,268173.188,2545066.819,0
5011,278433.709,2526591.337,0
5012,277809.0921,2534822.19,0
5013,272819.5264,2544619.67,0
5014,280102.971,2533011.754,0
5016,291782.7081,2509277.687,0
5018,281887.3291,2546013.259,0
5019,287240.0666,2512192.063,0
5020,280462.1015,2532913.38,0
5021,267702.0447,2540515.758,0
5022,274076.155,2528262.986,0
5023,278409.6125,2533297.071,0
5024,277818.7087,2544749.646,0
5025,264143.7531,2539546.181,1
5026,287167.0498,2506680.053,1
5027,292206.6326,2505575.093,1
5028,283196.8048,2511948.723,1
5029,289757.0948,2503759.234,0
5031,275104.2364,2520941.107,0
5032,282741.7607,2522742.519,0
5033,274531.3081,2543020.68,0
5034,275764.2612,2516952.45,0
5035,268110.9662,2539804.989,0
5036,292418.6204,2542767.547,0
5037,280097.4632,2537221.814,0
5038,286653.5959,2555775.026,1
5039,286502.5645,2512411.514,0
5040,284444.2582,2524993.886,0
5041,272219.1706,2550187.168,0
5042,293391.127,2512495.207,0
5043,287120.5826,2529065.349,0
5044,278186.2931,2529156.68,0
5045,284904.9813,2531571.262,1
